Website,Trustworthiness,Avg_Daily_Visitors,Child_Safety,Avg_Daily_Pageviews,Privacy,Facebook_likes,Twitter_mentions,Google_pluses,LinkedIn_mentions,Pinterest_pins,StumbleUpon_views,Traffic_Rank,Reach_Day,Month_Average_Daily_Reach,Daily_Pageviews,Month_Average_Daily_Pageviews,Daily_Pageviews_per_user,Location,Hosted_by,Registrar,subnetwork_count,Status
rolloid.net,Unknown,19778.0,Unknown,41534.0,Unknown,9,130,2370,1,0,236,252,0.001248,0.009072,6.2e-05,0.000398,2.112,United States,"CloudFlare, Inc.","GODADDY.COM, LLC",2,Risky
amazon.es,Excellent,2171121.0,Excellent,18367684.0,Excellent,9,130,1770,1280,1,1,336,0.1776,0.16992,0.036288,0.033581,8.5824,Ireland,Amazon Data Services Ireland,Unknown,1,Risky
google.es,Excellent,18644822.0,Excellent,160345473.0,Excellent,2840,1,437000,130,3,2050,37,1.44,1.48608,0.273696,0.290976,7.1616,United States,Google Inc.,Unknown,1,Risky
google.co.uk,Excellent,27164867.0,Excellent,271105377.0,Excellent,5300,7,1040000,5770,103,54500,23,2.1312,2.16864,0.484224,0.49056,8.544,United States,Google Inc.,Nominet UK,1,Safe
e-credit.ad,Good,3480.0,Excellent,20190.0,Good,9,130,15450,562,0,236,228586,0.000378,0.000227,6e-05,3.1e-05,6.615,Andorra,Credit Andorra Bank (ISP in Andorra),Unknown,1,Risky
paypal.com,Excellent,12930906.0,Excellent,53533954.0,Excellent,26,524,350000,1370,0,14100,73,0.9552000000000002,1.04928,0.094272,0.10128,3.7152,United States,"Akamai Technologies, Inc.",MARKMONITOR INC.,1,Safe
menstylefashion.com,Unknown,5350.0,Unknown,26752.0,Unknown,3,14,7020,15,0,17,152394,0.000473,0.00035,5.6e-05,3.8e-05,4.725,United States,"CloudFlare, Inc.","GODADDY.COM, LLC",2,Risky
andlil.com,Unsatisfactory,10739.0,Unsatisfactory,81616.0,Unsatisfactory,1,3,110,37,0,1,65027,0.000573,0.00085,0.000287,0.000149,19.1,United States,"CloudFlare, Inc.",GANDI SAS,2,Safe
porn555.com,Unsatisfactory,1014945.0,Very poor,1471670.0,Unsatisfactory,9,130,2,562,0,236,86,0.03936,0.09696,0.00144,0.003389,1.344,United States,"CloudFlare, Inc.","ENOM, INC.",2,Safe
whatsapp.com,Excellent,21528030.0,Excellent,25618356.0,Excellent,166000,118,637000,6710,1,9110,72,1.4304,1.68864,0.043392,0.04729,1.1712,United States,WhatsApp Inc.,MARKMONITOR INC.,6,Safe
marca.com,Excellent,2053793.0,Excellent,7845492.0,Excellent,1,390,831000,1110,8,375,434,0.15744,0.16704,0.015168,0.015053,3.6192000000000006,Spain,Unidad Editorial S.A.,EURODNS S.A,1,Safe
theguardian.com,Excellent,6801715.0,Excellent,16460152.0,Excellent,10,75,6020000,13500,0,1,138,0.55584,0.542784,0.03072,0.030797,2.3328,United States,Fastly,"GODADDY.COM, LLC",4,Safe
livejasmin.com,Poor,6386123.0,Very poor,10409380.0,Poor,9,70,1030,52,0,88,45,0.56448,0.508992,0.023904,0.019776,1.5936,Luxembourg,DuoDecad IT Services Luxembourg S.a.r.l.,EURODNS S.A,1,Safe
booking.com,Excellent,7099524.0,Excellent,47708803.0,Excellent,2,1300,5100000,9360,3,1350,107,0.4992,0.549792,0.0816,0.089251,6.1536,Netherlands,Booking.com US,MARKMONITOR INC.,1,Safe
t.co,Excellent,27294918.0,Excellent,70147939.0,Excellent,1,2110000,3880,3260,0,1320,34,2.2048,2.167862857142857,0.1323428571428571,0.1320365714285714,2.5033142857142856,United States,Twitter Inc.,".CO Internet, S.A.S.",2,Safe
creditandorragroup.ad,Unknown,2523.0,Unknown,3533.0,Unknown,9,130,2,562,0,236,300819,0.55584,0.000217,0.043392,8e-06,3.5904,Spain,Unknown,Unknown,1,Risky
thepiratebay.org,Excellent,8339803.0,Good,47703675.0,Excellent,1430,23000,625,1190,0,83000,98,0.80352,0.639648,0.12,0.086189,5.6064,United States,"CloudFlare, Inc.",Public Interest Registry,2,Safe
idealista.com,Excellent,380537.0,Excellent,3497141.0,Excellent,1,12,1060,235,0,1,1954,0.024,0.030336,0.004915,0.006948,7.68,United States,Fastly,"SOLUCIONES CORPORATIVAS IP, SL",1,Safe
smartadtags.com,Unknown,1063074.0,Unknown,1307581.0,Unknown,9,130,13,562,0,236,949,0.06624,0.09216,0.001728,0.002659,1.152,United States,Unified Layer,"ENOM, INC.",1,Risky
as.com,Excellent,1579685.0,Excellent,4897023.0,Excellent,55,325000,181000,1260,1,145,604,0.11712,0.1296,0.00959,0.009492,3.072,Spain,"Ediciones El Pais, S.L.","ASCIO TECHNOLOGIES, INC. DANMARK - FILIAL AF ASCIO TECHNOLOGIES, INC. USA",2,Safe
telegraph.co.uk,Excellent,3681478.0,Excellent,5743106.0,Excellent,39,1200,598000,671,24,1870,363,0.29088,0.264864,0.012384,0.009994,1.6032,United States,"NTT America, Inc.",Nominet UK,2,Safe
habitaclia.com,Good,73215.0,Good,622330.0,Good,9,7,1250,330,0,1,11053,0.005157,0.005778,0.001337,0.001165,9.55,Spain,"COM 2002, S.L.","ARSYS INTERNET, S.L. D/B/A NICLINE.COM",1,Safe
diariandorra.ad,Unknown,2403.0,Unknown,5047.0,Unknown,9,6,28,5,0,236,322391,0.000189,0.000208,1.9e-05,1.2e-05,3.78,United Kingdom,"Linode, LLC",Unknown,1,Risky
uoc.edu,Excellent,81016.0,Excellent,550915.0,Excellent,4,108,21400,276,0,236,11273,0.005253,0.005969,0.000945,0.001003,6.685,Spain,UOC Data Network,EDUCASE,1,Safe
vk.com,Excellent,48174081.0,Good,237979961.0,Excellent,429,1330000,38300,562,0,25,16,4.1088,3.81024,0.518784,0.446899,4.752,Russian Federation,Vkontakte Ltd,"GODADDY.COM, LLC",2,Safe
spiegel.de,Excellent,2061682.0,Excellent,9999157.0,Excellent,45,130,564000,453,13,2200,409,0.14112,0.1584,0.019584,0.017357,5.2512,Germany,Webspace,DENIC eG,6,Safe
ebay.co.uk,Excellent,4546892.0,Excellent,58200228.0,Excellent,437,19,15500,63,3,11000,132,0.36768,0.368448,0.1248,0.108672,12.768,United States,"Akamai Technologies, Inc.",Nominet UK,1,Safe
vimeo.com,Excellent,6682917.0,Excellent,24459478.0,Excellent,245,50800,75500,4030,10,249,120,0.44832,0.5352,0.040416,0.046061,3.3984,United States,Fastly,MARKMONITOR INC.,4,Safe
badil.info,Unknown,27691.0,Unknown,96920.0,Unknown,9,142,4,562,0,236,32596,0.001815,0.002302,0.000181,0.00018,3.82,United States,"Amazon.com, Inc.",Afilias Global Registry Services,1,Risky
adbooth.com,Very poor,1232969.0,Very poor,2194687.0,Very poor,9,130,15450,562,0,236,844,0.07584,0.10176,0.002995,0.004387,1.632,United States,WEBSITEWELCOME.COM,"ENOM, INC.",1,Safe
google.co.ao,Excellent,6330145.0,Excellent,13357849.0,Excellent,69,80,58,3,0,155,279,0.1344,0.20928,0.016224,0.027072,4.992,United States,Google Inc.,Unknown,1,Risky
olx.co.ao,Unknown,6330145.0,Unknown,13357849.0,Unknown,28,17,147,31,0,155,3246,0.02592,0.019584,0.005664,0.004474,9.216,United States,"Akamai Technologies, Inc.",Unknown,1,Risky
abola.pt,Excellent,575806.0,Excellent,2763870.0,Excellent,44,120,369,12,0,93,1717,0.03936,0.04416,0.004992,0.00528,4.8,Portugal,Customer Reference Id 1374,FCCN,1,Safe
google.com.br,Excellent,24943683.0,Excellent,200547216.0,Excellent,17200,2,3580000,122,0,1660,27,1.968,1.97952,0.379008,0.365568,7.257599999999999,United States,Google Inc.,BR-NIC,1,Safe
club-k.net,Good,197221.0,Good,512777.0,Good,2,477,41,132,0,189,4121,0.006336,0.01728,0.000509,0.001142,3.36,United States,"CloudFlare, Inc.","GODADDY.COM, LLC",2,Safe
uol.com.br,Excellent,5702894.0,Excellent,18762522.0,Excellent,26,103,14600,4400,0,1150,158,0.40128,0.43776,0.032352,0.033571,3.0336,Brazil,Universo Online S.A.,BR-NIC,2,Safe
jw.org,Excellent,991901.0,Excellent,5743106.0,Excellent,2,36,63200,3680,8,119,758,0.0768,0.0771599999999999,0.010896,0.0108744999999999,5.88,United States,"Akamai Technologies, Inc.",Public Interest Registry,1,Safe
thewhizmarketing.com,Unsatisfactory,6445524.0,Unknown,11537489.0,Unsatisfactory,28,80,2155,132,0,155,164,0.45888,0.530688,0.019008,0.020256,1.7376,United Kingdom,public services,"GODADDY.COM, LLC",1,Safe
sapo.ao,Excellent,136740.0,Excellent,615332.0,Excellent,2,80,9,22,0,2,7956,0.00384,0.01056,0.00024,0.000876,2.88,Portugal,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Unknown,1,Risky
zippyshare.com,Excellent,2987988.0,Excellent,7948048.0,Excellent,9,18100,341,68,0,121,325,0.27456,0.24288,0.018336,0.0152539999999999,2.5248,France,OVH SAS,TUCOWS DOMAINS INC.,1,Safe
google.pt,Excellent,3052386.0,Excellent,26433671.0,Excellent,683,80,4750,300,0,3210,239,0.22848,0.2448,0.041472,0.048144,6.816,United States,Google Inc.,FCCN,1,Safe
popcash.net,Very poor,7818945.0,Very poor,11024712.0,Very poor,28,925,134,39,0,155,170,0.58464,0.597312,0.018816,0.019738,1.3344,United States,Amazon Technologies Inc.,"ENOM, INC.",3,Safe
sapo.pt,Excellent,1052747.0,Excellent,4168880.0,Excellent,36,6,2170,451,0,460,890,0.06624,0.0816,0.006106,0.00719,3.456,Portugal,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,FCCN,1,Safe
mysagagame.com,Very poor,3076664.0,Very poor,4091963.0,Very poor,28,80,2155,132,0,155,519,0.18432,0.27744,0.005683,0.00898,1.248,United States,"Webzilla, Inc.","ENOM, INC.",1,Safe
baixaki.com.br,Excellent,606009.0,Excellent,1733187.0,Excellent,132,958,160000,624,0,140,1572,0.04992,0.04896,0.003206,0.003456,2.496,United States,"CloudFlare, Inc.",BR-NIC,2,Safe
jobartis.com,Unknown,80335.0,Unknown,482010.0,Unknown,62,80,3340,142,0,1,8203,0.00048,0.007392,2.9e-05,0.000989,1.92,United States,"Amazon.com, Inc.","GODADDY.COM, LLC",8,Risky
mmofreegames.online,Poor,2296814.0,Very poor,4409885.0,Poor,28,80,2155,132,0,155,612,0.21984,0.19296,0.0111359999999999,0.008107,1.9104000000000003,United States,"CloudFlare, Inc.",Unknown,2,Risky
angonoticias.com,Good,108204.0,Excellent,357075.0,Good,10,2,2155,2,0,1,10270,0.002865,0.008309,0.000143,0.00056,1.91,Portugal,"WEBSP - COM?RCIO E PRESTA??O DE SERVI?OS INFORM?TICOS, LDA.","DOMAIN.COM, LLC",1,Safe
internetspeedtracker.com,Unsatisfactory,1618453.0,Unknown,2071620.0,Unsatisfactory,28,1,76,132,0,155,937,0.13824,0.10944,0.004138,0.003283,1.152,United States,"Mindspark Interactive Network, Inc.",MARKMONITOR INC.,1,Safe
slideshare.net,Excellent,6883860.0,Excellent,15075653.0,Excellent,28,75,2140,60300,2,7370,134,0.4512,0.552096,0.0256319999999999,0.028637,2.1408,United States,LinkedIn Corporation,MARKMONITOR INC.,1,Safe
videodownloadconverter.com,Very poor,2651434.0,Very poor,3261263.0,Very poor,4,80,3280,132,0,155,445,0.20256,0.2054399999999999,0.005501,0.006103,1.152,United States,"Mindspark Interactive Network, Inc.",MARKMONITOR INC.,1,Safe
terrambmsads.com,Unknown,830756.0,Unknown,1487053.0,Unknown,28,80,2155,1,0,155,5551,0.0623999999999999,0.0481919999999999,0.002534,0.002083,1.728,United States,Amazon Technologies Inc.,INWX GMBH & CO. KG,1,Risky
globo.com,Excellent,6016069.0,Excellent,23823635.0,Excellent,1200,2970,213000,2480,7,3510,155,0.44448,0.438528,0.044352,0.038448,3.7536,Brazil,Globo Comunica??o e Participa?oes SA,1 API GMBH,1,Safe
thewhizproducts.com,Unknown,3713215.0,Unknown,5384162.0,Unknown,28,80,2155,132,0,155,345,0.23904,0.269376,0.007805,0.008688,1.3728,United Kingdom,public services,"GODADDY.COM, LLC",1,Risky
mozilla.org,Excellent,7340442.0,Excellent,10717045.0,Excellent,10400,696,6410,190,1,395000,146,0.53568,0.8795520000000001,0.019872,0.026986,1.392,United States,"CloudFlare, Inc.",Public Interest Registry,2,Safe
google.com.ar,Excellent,7865975.0,Excellent,55533785.0,Excellent,4710,308,36900,601,0,1430,97,0.62592,0.621792,0.1056,0.100608,6.384,United States,Google Inc.,Unknown,1,Risky
mercadolibre.com.ar,Excellent,1831141.0,Excellent,19593222.0,Excellent,18,7,10200,96,0,107,416,0.12576,0.13536,0.0336,0.031949,10.08,Argentina,MercadoLibre Inc.,Unknown,1,Risky
taringa.net,Excellent,2106049.0,Excellent,5896939.0,Excellent,7,457,57000,377,0,537,330,0.168,0.16704,0.01248,0.011203,2.7936,United States,"CloudFlare, Inc.","CSC CORPORATE DOMAINS, INC.",5,Safe
infobae.com,Excellent,940835.0,Excellent,3245880.0,Excellent,47,2390,614000,291,1,12,1095,0.07728,0.071328,0.004618,0.005614,2.208,United States,"NTT America, Inc.","REGISTER.COM, INC.",2,Safe
clarin.com,Excellent,772046.0,Excellent,2061365.0,Excellent,2,26700,428000,418,4,309,1203,0.05184,0.062208,0.003715,0.00426,2.688,Argentina,Prima S.A.,"NETWORK SOLUTIONS, LLC.",1,Safe
lagaceta.com.ar,Excellent,87001.0,Excellent,261003.0,Excellent,487,83,7940,159,0,1,1573,0.007584,0.006634,0.000576,0.000483,2.976,Argentina,DATACENTER PACHECO,Unknown,1,Risky
lanacion.com.ar,Excellent,745315.0,Excellent,1922915.0,Excellent,34,8,469000,263,0,151,1390,0.04896,0.059232,0.003158,0.003581,2.4,United States,"Amazon.com, Inc.",Unknown,1,Risky
netflix.com,Excellent,32886501.0,Excellent,58866838.0,Excellent,3,5140,498000,183,0,7580,31,3.072,2.67936,0.14304,0.112032,1.7568,United States,Amazon Technologies Inc.,MARKMONITOR INC.,8,Safe
elintransigente.com,Excellent,47614.0,Excellent,66660.0,Excellent,7,165,1660,12,0,197,1920,0.003168,0.003658,0.000106,0.000131,1.344,United States,"SingleHop, Inc.","GODADDY.COM, LLC",1,Safe
ole.com.ar,Excellent,350397.0,Excellent,840954.0,Excellent,190,654,398000,70,1,65,3659,0.02688,0.02688,0.001459,0.001536,2.112,Argentina,Prima S.A.,Unknown,1,Risky
afip.gob.ar,Excellent,188038.0,Excellent,1615248.0,Excellent,7,223,286,4,0,197,4426,0.005568,0.014304,0.001152,0.002909,7.776,Argentina,ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS(AFIP),Unknown,1,Risky
tn.com.ar,Excellent,259879.0,Excellent,496368.0,Excellent,2029,500000,69200,3050,0,11,4301,0.01632,0.022848,0.000701,0.001046,1.632,United States,"CloudFlare, Inc.",Unknown,5,Risky
ouo.io,Unsatisfactory,2669935.0,Unsatisfactory,10973435.0,Unsatisfactory,7,61,44,3,0,197,313,0.20544,0.21024,0.019296,0.02016,4.0128,United States,"CloudFlare, Inc.",NIC.IO,2,Safe
bigbangnews.com,Unknown,30766.0,Unknown,61533.0,Unknown,7,308,13,10,0,1,4842,0.002496,0.0024,0.000115,0.000108,1.92,United States,"NTT America, Inc.","GODADDY.COM, LLC",2,Risky
misionesonline.net,Good,27882.0,Excellent,44611.0,Good,2,866,1410,23,0,197,4700,0.002112,0.002294,7.5e-05,8.8e-05,1.536,Brazil,Amazon Data Services Brazil,"EASYDNS TECHNOLOGIES, INC.",2,Safe
redlink.com.ar,Good,176361.0,Excellent,421502.0,Good,7,16,19050,61,0,197,6405,0.007776,0.01488,0.000422,0.000838,2.112,Argentina,"Satlink S.A., Shows Division",Unknown,1,Risky
wikia.com,Excellent,13209144.0,Excellent,66045720.0,Excellent,1,210,7010,81,0,5680,69,1.2288,1.09824,0.16224,0.127968,4.9632,United States,Fastly,TUCOWS DOMAINS INC.,4,Safe
shink.in,Good,1743239.0,Unsatisfactory,8768492.0,Good,7,308,63,5,0,197,451,0.1631999999999999,0.14304,0.019872,0.016272,4.6656,United States,"CloudFlare, Inc.",INRegistry,2,Safe
santanderrio.com.ar,Excellent,150185.0,Excellent,717888.0,Excellent,7,3,287,134,0,197,6276,0.006912,0.01248,0.000845,0.001411,4.608,Argentina,Banco Rio,Unknown,1,Risky
anses.gob.ar,Excellent,150113.0,Excellent,579438.0,Excellent,7,91,690,7,0,197,6277,0.0144,0.012576,0.001181,0.001142,3.552,Argentina,ANSES - Administraci?n Nacional de la Seguridad Social,Unknown,1,Risky
animeflv.net,Excellent,1236891.0,Excellent,7742938.0,Excellent,8,4420,5110,3,0,124,699,0.08016,0.1008,0.010464,0.015302,5.568,United States,"CloudFlare, Inc.","NAME.COM, INC.",2,Safe
paisdelosjuegos.com.ar,Good,146015.0,Excellent,651227.0,Good,7,3,368,263,0,197,6544,0.01728,0.013056,0.001853,0.001459,4.128,Ireland,Amazon Data Services Ireland Ltd,Unknown,2,Risky
reddit.com,Excellent,60614015.0,Excellent,649176107.0,Excellent,17,9140,184000,6420,522,209000,9,5.1648,4.90272,1.39008,1.232736,10.176,United States,Fastly,GANDI SAS,4,Safe
tumblr.com,Excellent,17475782.0,Good,108349851.0,Excellent,273,5430,273000,3350,289000,7800,48,1.5072,1.41696,0.24672,0.206592,6.144,United States,Yahoo! Inc.,MARKMONITOR INC.,2,Safe
pinterest.com,Excellent,18514058.0,Excellent,50913661.0,Excellent,6500,801000,2650000,2320,35000,146,63,1.4944,1.4704000000000002,0.094496,0.0958913333333333,2.6208,United States,Fastly,MARKMONITOR INC.,1,Safe
mega.nz,Excellent,3942687.0,Excellent,8871047.0,Excellent,5,4,112000,592,0,197,291,0.29856,0.325728,0.014688,0.017462,2.1024,United States,"PSINet, Inc.",New Zealand Domain Name Registry Limited,3,Safe
pelisplus.tv,Good,789895.0,Excellent,3712507.0,Good,7,308,27,263,0,197,1130,0.054432,0.06288,0.005827,0.007018,4.512,Germany,Contabo GmbH,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,2,Safe
pelispedia.tv,Good,591900.0,Good,1994703.0,Good,2050,85,33300,1,0,6,1664,0.0336,0.050304,0.00264,0.004051,3.36,United States,"CloudFlare, Inc.",PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,2,Safe
google.am,Excellent,322690.0,Excellent,1519872.0,Excellent,3,1,74,2,0,6,3108,0.025632,0.025978,0.003005,0.002836,4.416,United States,Google Inc.,ISOCAM,1,Safe
ok.ru,Excellent,21572093.0,Excellent,46811442.0,Excellent,4,1600,3330,254,0,5,52,1.8720000000000003,1.71552,0.1027199999999999,0.08735,2.112,Russian Federation,Odnoklassniki Co Ltd,RU-CENTER-RU,3,Safe
mail.ru,Excellent,19840538.0,Excellent,77378100.0,Excellent,26,123000,13500,1,0,326,54,1.5552,1.5648,0.147264,0.14112,3.5712,Russian Federation,MAILRU-NET2,RU-CENTER-RU,4,Safe
list.am,Excellent,62591.0,Excellent,1320666.0,Excellent,1,1,40,23,0,0,11356,0.005062,0.004976,0.002884,0.002453,21.965,United States,"CloudFlare, Inc.",ISOCAM,2,Safe
google.ru,Excellent,26105701.0,Excellent,180651455.0,Excellent,2029,40500,1110000,554,0,210,26,2.112,2.08416,0.356544,0.326074,6.3456,United States,Google Inc.,RU-CENTER-RU,1,Safe
yandex.ru,Excellent,29110541.0,Excellent,121682061.0,Excellent,22,1340,32400,649,0,327,28,2.3136,2.30592,0.233568,0.225504,3.8016,Russian Federation,Yandex enterprise network,RU-CENTER-RU,4,Safe
news.am,Excellent,101772.0,Excellent,417267.0,Excellent,1,4,58,1,0,0,9765,0.007545,0.007669,0.000898,0.000736,4.4885,United States,"CloudFlare, Inc.",ISOCAM,2,Safe
merojax.tv,Good,108192.0,Excellent,610205.0,Good,1,7,71,1,0,0,9177,0.007488,0.008717,0.001056,0.00119,5.472,United States,"CloudFlare, Inc.","DOMAINCONTEXT, INC.",2,Safe
dasaran.am,Excellent,30962.0,Excellent,195370.0,Excellent,12,1,25,4,0,1,27105,0.002292,0.002454,0.000256,0.000366,4.6795,United States,"CloudFlare, Inc.",ISOCAM,2,Safe
blognews.am,Good,49990.0,Good,124976.0,Good,1650,1,83,3,0,0,24005,0.004202,0.00383,0.000239,0.00023,2.3875,United States,"CloudFlare, Inc.",ISOCAM,2,Safe
kinogo.club,Excellent,3265668.0,Excellent,10188885.0,Excellent,3,1,57,2,0,0,224,0.26496,0.282816,0.018912,0.021542,2.8896,United States,"CloudFlare, Inc.",Unknown,5,Risky
tert.am,Excellent,41474.0,Excellent,95389.0,Excellent,9930,1,294,3,0,0,30004,0.003152,0.003142,0.000172,0.000162,2.101,United States,"CloudFlare, Inc.",ISOCAM,2,Safe
1in.am,Good,43359.0,Excellent,121405.0,Good,3,1,906,56,0,0,22558,0.003247,0.003505,0.00022,0.000224,2.865,United States,"CloudFlare, Inc.",ISOCAM,2,Safe
goodinfo.su,Unknown,24867.0,Unknown,59682.0,Unknown,1,1,78,1,0,0,41086,0.002674,0.002177,0.000162,0.000116,2.3875,Russian Federation,CJSC THE FIRST,RUCENTER-REG-RIPN,1,Risky
tankionline.com,Excellent,368504.0,Excellent,1087088.0,Excellent,29500,20500,22400,32,0,27,2422,0.03648,0.031488,0.002582,0.002179,2.784,Netherlands,LeaseWeb Netherlands B.V.,"INSTRA CORPORATION PTY, LTD.",2,Safe
apytrc.com,Poor,466247.0,Unknown,503547.0,Poor,1,1,78,1,0,0,4041,0.03552,0.03552,0.000864,0.000902,1.056,United States,"Leaseweb USA, Inc.",REGISTRAR OF DOMAIN NAMES REG.RU LLC,1,Safe
friv.com,Excellent,2121232.0,Excellent,2481842.0,Excellent,1010,22200,13400,93,0,1360000,574,0.2111999999999999,0.167712,0.0062879999999999,0.004649,1.1232,United States,"Leaseweb USA, Inc.","ENOM, INC.",4,Safe
shamshyan.com,Good,23201.0,Excellent,71925.0,Good,1,367,5,1,0,0,45303,0.002101,0.001719,0.000143,0.000116,2.865,United States,"CloudFlare, Inc.","GODADDY.COM, LLC",2,Safe
arm-film.ru,Good,28566.0,Excellent,99981.0,Good,1,1,3,1,0,0,39457,0.002579,0.002015,0.000172,0.000159,2.865,United States,"CloudFlare, Inc.",RU-CENTER-RU,2,Safe
kargin-hayer.com,Good,28435.0,Excellent,133647.0,Good,21,2,6,1,0,0,35223,0.002292,0.002072,0.000267,0.000226,4.8705,Germany,Hetzner Online GmbH,REGTIME LTD.,1,Safe
auto.am,Good,11201.0,Excellent,108652.0,Good,1,1,20,1,0,0,56661,0.000926,0.000955,0.000185,0.000224,8.4995,Armenia,Artashat City,ISOCAM,1,Safe
vivarobet.am,Unknown,17622.0,Unknown,38767.0,Unknown,1,1,4,1,0,0,59640,0.001337,0.001366,6.9e-05,7.5e-05,2.1965,United States,"CloudFlare, Inc.",ISOCAM,5,Risky
aybnews.info,Unknown,22050.0,Unknown,41895.0,Unknown,1,1,78,1,0,0,248024,0.002363,0.000755,0.000113,3.5e-05,2.079,Germany,Interprovider Limited,Afilias Global Registry Services,1,Risky
mxttrf.com,Unsatisfactory,461037.0,Very poor,511751.0,Unsatisfactory,1,1,78,1,0,0,2763,0.03552,0.034944,0.000899,0.000951,1.056,Netherlands,LeaseWeb Netherlands B.V.,TLD REGISTRAR SOLUTIONS LTD,1,Safe
bestinfo.am,Unknown,21735.0,Unknown,49990.0,Unknown,1,1,1,1,0,0,52013,0.000898,0.001786,4.9e-05,9e-05,2.0055,Russian Federation,CJSC THE FIRST,ISOCAM,1,Risky
ereko.ru,Good,37925.0,Excellent,87228.0,Good,1,13,6,1,0,0,32977,0.002961,0.002999,0.000143,0.000166,2.101,United States,"CloudFlare, Inc.",REGTIME-RU,2,Safe
gisher.org,Good,63183.0,Unknown,278007.0,Good,1,7,14,1,0,0,16506,0.004489,0.004794,0.000401,0.000482,3.438,United States,"CloudFlare, Inc.",Public Interest Registry,2,Safe
past.am,Unknown,15587.0,Unknown,28055.0,Unknown,1,1,3,1,0,0,78957,0.001242,0.001385,5.5e-05,6.2e-05,1.8145,United States,"CloudFlare, Inc.",ISOCAM,2,Risky
armhost.pro,Unknown,19081.0,Unknown,51520.0,Unknown,1,1,1,1,0,0,56058,0.001624,0.001595,9.6e-05,9.7e-05,2.1965,Unknown,Eurobyte VDS,Unknown,1,Risky
mamul.am,Good,16058.0,Good,43359.0,Good,8,5,7990,4,0,0,52017,0.000955,0.001442,6.4e-05,8.8e-05,2.7695,Netherlands,LeaseWeb Netherlands B.V.,ISOCAM,1,Safe
ijquery11.com,Unknown,39882.0,Unknown,71789.0,Unknown,1,1,78,1,0,0,1109,0.00432,0.077664,0.000192,0.004308,1.632,Germany,Hetzner Online GmbH,"BIZCN.COM, INC.",1,Risky
kinopoisk.ru,Excellent,2648906.0,Excellent,10224780.0,Excellent,1,4,1900,2,1,42,283,0.26592,0.227616,0.0264,0.020621,3.7344,Russian Federation,Yandex enterprise network,RU-CENTER-RU,2,Safe
armfilm.org,Good,29524.0,Excellent,97430.0,Good,1,1,78,1,0,0,40020,0.002388,0.00234,0.000191,0.000167,3.438,Russian Federation,Filanco Ltd. Internet,Public Interest Registry,1,Safe
totogaming.am,Unknown,9391.0,Unknown,41318.0,Unknown,1,1,4,1,0,0,90584,0.000554,0.000759,6.6e-05,7.6e-05,5.0615,Armenia,Network for Inter Lotto LLC,ISOCAM,1,Risky
mediamag.am,Unknown,12468.0,Unknown,44889.0,Unknown,1,6,5610,1,0,0,85120,0.001242,0.00084,6.8e-05,6.8e-05,2.292,United States,"CloudFlare, Inc.",ISOCAM,2,Risky
